fen,result
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1",0
"rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1",0
"r1bqkbnr/pppppppp/2n5/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 2 2",0
"r1bqkbnr/pppppppp/2n5/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 3 2",0
"r1bqkb1r/pppppppp/2n2n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 4 3",0
"r1bqkb1r/pppppppp/2n2n2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq d3 0 3",0
"r1bqkb1r/pppppppp/5n2/8/3n4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4",0
"r1bqkb1r/pppppppp/5n2/8/3n1B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4",0
"r1bqkb1r/pppppppp/5n2/8/5B2/2N2n2/PPP1PPPP/R2QKB1R w KQkq - 0 5",0
"r1bqkb1r/pppppppp/5n2/8/5B2/2N2P2/PPP2PPP/R2QKB1R b KQkq - 0 5",0
"r1bqkb1r/ppp1pppp/5n2/3p4/5B2/2N2P2/PPP2PPP/R2QKB1R w KQkq d6 0 6",0
"r1bqkb1r/ppp1pppp/5n2/3Q4/5B2/2N2P2/PPP2PPP/R3KB1R b KQkq - 0 6",0
"r1b1kb1r/ppp1pppp/5n2/3q4/5B2/2N2P2/PPP2PPP/R3KB1R w KQkq - 0 7",0
"r1b1kb1r/ppp1pppp/5n2/3N4/5B2/5P2/PPP2PPP/R3KB1R b KQkq - 0 7",0
"r1b1kb1r/ppp1pppp/8/3n4/5B2/5P2/PPP2PPP/R3KB1R w KQkq - 0 8",0
"r1b1kb1r/ppB1pppp/8/3n4/8/5P2/PPP2PPP/R3KB1R b KQkq - 0 8",0
"r1b1kb1r/ppn1pppp/8/8/8/5P2/PPP2PPP/R3KB1R w KQkq - 0 9",0
"r1b1kb1r/ppn1pppp/8/8/8/3B1P2/PPP2PPP/R3K2R b KQkq - 1 9",0
"r1b1kb1r/ppn2ppp/8/4p3/8/3B1P2/PPP2PPP/R3K2R w KQkq e6 0 10",0
"r1b1kb1r/ppn2ppB/8/4p3/8/5P2/PPP2PPP/R3K2R b KQkq - 0 10",0
"r1b1kb2/ppn2ppr/8/4p3/8/5P2/PPP2PPP/R3K2R w KQq - 0 11",0
"r1b1kb2/ppn2ppr/8/4p3/8/5P2/PPP1KPPP/R6R b q - 1 11",0
"r1b1kb2/ppn2pp1/8/4p2r/8/5P2/PPP1KPPP/R6R w q - 2 12",0
"r1b1kb2/ppn2pp1/8/4p2r/5P2/8/PPP1KPPP/R6R b q - 0 12",0
"r1b1kb2/ppn2pp1/8/7r/5p2/8/PPP1KPPP/R6R w q - 0 13",0
"r1b1kb2/ppn2pp1/8/7r/5p2/8/PPP1KPPP/3R3R b q - 1 13",0
"r3kb2/ppn2pp1/4b3/7r/5p2/8/PPP1KPPP/3R3R w q - 2 14",0
"r3kb2/ppn2pp1/4b3/7r/5p2/8/PPP2PPP/3RK2R b q - 3 14",0
"r3kb2/ppn2pp1/4b3/8/5p2/8/PPP2PPr/3RK2R w q - 0 15",0
"r2Rkb2/ppn2pp1/4b3/8/5p2/8/PPP2PPr/4K2R b q - 1 15",0
"3rkb2/ppn2pp1/4b3/8/5p2/8/PPP2PPr/4K2R w - - 0 16",0
"3rkb2/ppn2pp1/4b3/8/5pP1/8/PPP2P1r/4K2R b - g3 0 16",0
"3rkb2/ppn2pp1/4b3/8/5pP1/8/PPP2P2/4K2r w - - 0 17",0
"3rkb2/ppn2pp1/4b3/8/5pP1/8/PPP1KP2/7r b - - 1 17",0
"3rkb1r/ppn2pp1/4b3/8/5pP1/8/PPP1KP2/8 w - - 2 18",0
"3rkb1r/ppn2pp1/4b3/6P1/5p2/8/PPP1KP2/8 b - - 0 18",0
"3rkb1r/ppn2pp1/8/6P1/5p2/8/bPP1KP2/8 w - - 0 19",0
"3rkb1r/ppn2pp1/6P1/8/5p2/8/bPP1KP2/8 b - - 0 19",0
"3rkb1r/ppn3p1/6p1/8/5p2/8/bPP1KP2/8 w - - 0 20",0
"3rkb1r/ppn3p1/6p1/8/1P3p2/8/b1P1KP2/8 b - b3 0 20",0
"3rk2r/ppn3p1/6p1/8/1b3p2/8/b1P1KP2/8 w - - 0 21",0
"3rk2r/ppn3p1/6p1/8/1bP2p2/8/b3KP2/8 b - c3 0 21",0
"3rk2r/ppn3p1/6p1/8/1bb2p2/8/4KP2/8 w - - 0 22",0
"3rk2r/ppn3p1/6p1/8/1bb2p2/5K2/5P2/8 b - - 1 22",0
"4k2r/ppn3p1/6p1/3r4/1bb2p2/5K2/5P2/8 w - - 2 23",0
"4k2r/ppn3p1/6p1/3r4/1bb2pK1/8/5P2/8 b - - 3 23",0
"7r/ppn2kp1/6p1/3r4/1bb2pK1/8/5P2/8 w - - 4 24",0
"7r/ppn2kp1/6p1/3r4/1bb2K2/8/5P2/8 b - - 0 24",0
"7r/pp3kp1/n5p1/3r4/1bb2K2/8/5P2/8 w - - 1 25",0
"7r/pp3kp1/n5p1/3r4/1bb1K3/8/5P2/8 b - - 2 25",0
"7r/pp3kp1/6p1/2nr4/1bb1K3/8/5P2/8 w - - 3 26",0
"7r/pp3kp1/6p1/2nr4/1bb5/5K2/5P2/8 b - - 4 26",0
"7r/pp4p1/4k1p1/2nr4/1bb5/5K2/5P2/8 w - - 5 27",0
"7r/pp4p1/4k1p1/2nr4/1bb5/4K3/5P2/8 b - - 6 27",0
"7r/1p4p1/4k1p1/p1nr4/1bb5/4K3/5P2/8 w - a6 0 28",0
"7r/1p4p1/4k1p1/p1nr4/1bb2P2/4K3/8/8 b - f3 0 28",0
"7r/1p4p1/4k1p1/2nr4/pbb2P2/4K3/8/8 w - - 0 29",0
"7r/1p4p1/4k1p1/2nr1P2/pbb5/4K3/8/8 b - - 0 29",0
"7r/1p2k1p1/6p1/2nr1P2/pbb5/4K3/8/8 w - - 1 30",0
"7r/1p2k1p1/6P1/2nr4/pbb5/4K3/8/8 b - - 0 30",0
"7r/1p2k1p1/6P1/2nr4/1bb5/p3K3/8/8 w - - 0 31",0
"7r/1p2k1p1/6P1/2nr4/1bb5/p7/5K2/8 b - - 1 31",0
"7r/1p2k1p1/6P1/2nr4/1bb5/8/p4K2/8 w - - 0 32",0
"7r/1p2k1p1/6P1/2nr4/1bb5/4K3/p7/8 b - - 1 32",0
"7r/1p2k1p1/6P1/2nr4/1bb5/4K3/8/q7 w - - 0 33",0
"7r/1p2k1p1/6P1/2nr4/1bb2K2/8/8/q7 b - - 1 33",0
"7r/1p4p1/4k1P1/2nr4/1bb2K2/8/8/q7 w - - 2 34",0
"7r/1p4p1/4k1P1/2nr4/1bb5/4K3/8/q7 b - - 3 34",0
"7r/1p4p1/4k1P1/2nr4/1bb5/2q1K3/8/8 w - - 4 35",0
"7r/1p4p1/4k1P1/2nr4/1bb2K2/2q5/8/8 b - - 5 35",0
"7r/6p1/4k1P1/1pnr4/1bb2K2/2q5/8/8 w - b6 0 36",0
"7r/6p1/4k1P1/1pnr4/1bb3K1/2q5/8/8 b - - 1 36",0
"7r/6p1/6P1/1pnrk3/1bb3K1/2q5/8/8 w - - 2 37",0
"7r/6p1/6P1/1pnrk1K1/1bb5/2q5/8/8 b - - 3 37",0
"7r/6p1/6P1/1pn1k1K1/1bb5/2q5/3r4/8 w - - 4 38",0
"7r/6p1/6P1/1pn1k3/1bb3K1/2q5/3r4/8 b - - 5 38",0
"7r/6p1/6P1/1pn5/1bb1k1K1/2q5/3r4/8 w - - 6 39",0
"7r/6p1/6P1/1pn3K1/1bb1k3/2q5/3r4/8 b - - 7 39",0
"8/6p1/6P1/1pn3K1/1bb1k3/2q5/3r3r/8 w - - 8 40",0
"8/6p1/6P1/1pn5/1bb1k1K1/2q5/3r3r/8 b - - 9 40",0
"8/6p1/6P1/1pn5/1bb1k1K1/2q5/3rr3/8 w - - 10 41",0
"8/6p1/6P1/1pn3K1/1bb1k3/2q5/3rr3/8 b - - 11 41",0
"8/6p1/6P1/1pn3K1/1b2k3/2qb4/3rr3/8 w - - 12 42",0
"8/6p1/6P1/1pn4K/1b2k3/2qb4/3rr3/8 b - - 13 42",0
"8/6p1/6P1/1pn4K/1b2k3/2qb4/1r2r3/8 w - - 14 43",0
"8/6p1/6P1/1pn3K1/1b2k3/2qb4/1r2r3/8 b - - 15 43",0
"8/6p1/6P1/1pn3K1/1b2k3/2qb4/2r1r3/8 w - - 16 44",0
"8/6p1/6P1/1pn5/1b2k1K1/2qb4/2r1r3/8 b - - 17 44",0
"8/6p1/6P1/1pn5/1b2k1K1/2qb4/r3r3/8 w - - 18 45",0
"8/6p1/6P1/1pn3K1/1b2k3/2qb4/r3r3/8 b - - 19 45",0
"8/6p1/6P1/1pn3K1/1b2k3/2qb4/1r2r3/8 w - - 20 46",0
"8/6p1/6P1/1pn4K/1b2k3/2qb4/1r2r3/8 b - - 21 46",0
"8/6p1/6P1/1pn4K/1b2k3/2qb4/r3r3/8 w - - 22 47",0
"8/6p1/6P1/1pn3K1/1b2k3/2qb4/r3r3/8 b - - 23 47",0
"8/6p1/6P1/1pn3K1/1b2k3/2qb4/1r2r3/8 w - - 24 48",0
"8/6p1/6P1/1pn4K/1b2k3/2qb4/1r2r3/8 b - - 25 48",0
"8/6p1/5qP1/1pn4K/1b2k3/3b4/1r2r3/8 w - - 26 49",0
"8/6p1/5qP1/1pn5/1b2k1K1/3b4/1r2r3/8 b - - 27 49",0
"8/6p1/6q1/1pn5/1b2k1K1/3b4/1r2r3/8 w - - 0 50",0
"8/6p1/6q1/1pn5/1b2k3/3b3K/1r2r3/8 b - - 1 50",0
"8/6p1/1q6/1pn5/1b2k3/3b3K/1r2r3/8 w - - 2 51",0
"8/6p1/1q6/1pn5/1b2k3/3b2K1/1r2r3/8 b - - 3 51",0
"8/8/1q6/1pn3p1/1b2k3/3b2K1/1r2r3/8 w - g6 0 52",0
"8/8/1q6/1pn3p1/1b2k1K1/3b4/1r2r3/8 b - - 1 52",0
"8/8/1q6/1pn3p1/1b2k1K1/3b4/2r1r3/8 w - - 2 53",0
"8/8/1q6/1pn3K1/1b2k3/3b4/2r1r3/8 b - - 0 53",0
"8/8/1q6/1pn3K1/1b2k3/3b4/1r2r3/8 w - - 1 54",0
"8/8/1q6/1pn5/1b2k2K/3b4/1r2r3/8 b - - 2 54",0
"8/8/1q6/1pn5/1b2k2K/3b4/2r1r3/8 w - - 3 55",0
"8/8/1q6/1pn5/1b2k3/3b3K/2r1r3/8 b - - 4 55",0
"8/8/1q6/1pn5/1b2k3/3b3K/1r2r3/8 w - - 5 56",0
"8/8/1q6/1pn5/1b2k3/3b2K1/1r2r3/8 b - - 6 56",0
"8/3n4/1q6/1p6/1b2k3/3b2K1/1r2r3/8 w - - 7 57",0
"8/3n4/1q6/1p6/1b2k2K/3b4/1r2r3/8 b - - 8 57",0
"8/8/1q6/1p2n3/1b2k2K/3b4/1r2r3/8 w - - 9 58",0
"8/8/1q6/1p2n3/1b2k3/3b3K/1r2r3/8 b - - 10 58",0
"8/8/1q6/1pb1n3/4k3/3b3K/1r2r3/8 w - - 11 59",0
"8/8/1q6/1pb1n3/4k2K/3b4/1r2r3/8 b - - 12 59",0
"8/4b3/1q6/1p2n3/4k2K/3b4/1r2r3/8 w - - 13 60",0
"8/4b3/1q6/1p2n3/4k3/3b3K/1r2r3/8 b - - 14 60",0
"8/4b3/1q6/4n3/1p2k3/3b3K/1r2r3/8 w - - 0 61",0
"8/4b3/1q6/4n3/1p2k3/3b2K1/1r2r3/8 b - - 1 61",0
"8/4b3/1q6/4n3/4k3/1p1b2K1/1r2r3/8 w - - 0 62",0
"8/4b3/1q6/4n3/4k3/1p1b3K/1r2r3/8 b - - 1 62",0
"8/8/1q6/2b1n3/4k3/1p1b3K/1r2r3/8 w - - 2 63",0
"8/8/1q6/2b1n3/4k2K/1p1b4/1r2r3/8 b - - 3 63",0
"8/8/1q6/2b1n3/4k2K/1p1b4/2r1r3/8 w - - 4 64",0
"8/8/1q6/2b1n2K/4k3/1p1b4/2r1r3/8 b - - 5 64",0
"8/8/1q6/2b1n2K/4k3/3b4/1pr1r3/8 w - - 0 65",0
"8/8/1q6/2b1n1K1/4k3/3b4/1pr1r3/8 b - - 1 65",0
"8/8/1q6/2b1n1K1/4k3/3b4/2r1r3/1q6 w - - 0 66",0
"8/8/1q6/2b1n3/4k2K/3b4/2r1r3/1q6 b - - 1 66",0
"8/8/1q6/4n3/4k2K/3bb3/2r1r3/1q6 w - - 2 67",0
"8/8/1q6/4n3/4k3/3bb2K/2r1r3/1q6 b - - 3 67",0
"8/8/1q6/4n3/4k3/3bb2K/1qr1r3/8 w - - 4 68",0
"8/8/1q6/4n3/4k3/3bb1K1/1qr1r3/8 b - - 5 68",0
"8/8/1q6/4n3/4k3/1q1bb1K1/2r1r3/8 w - - 6 69",0
"8/8/1q6/4n3/4k3/1q1bb2K/2r1r3/8 b - - 7 69",0
"8/8/1q6/4n3/4k3/1q1b3K/2r1rb2/8 w - - 8 70",0
"8/8/1q6/4n3/4k3/1q1b4/2r1rb1K/8 b - - 9 70",0
"8/8/1q6/4n3/4k3/1q1bb3/2r1r2K/8 w - - 10 71",0
"8/8/1q6/4n3/4k3/1q1bb3/2r1r3/7K b - - 11 71",0
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1",0
"rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1",0
"rnbqkbnr/1ppppppp/8/p7/8/2N5/PPPPPPPP/R1BQKBNR w KQkq a6 0 2",0
"rnbqkbnr/1ppppppp/8/p7/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2",0
"r1bqkbnr/1ppppppp/2n5/p7/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 3",0
"r1bqkbnr/1ppppppp/2n5/p7/7N/2N5/PPPPPPPP/R1BQKB1R b KQkq - 3 3",0
"r1bqkb1r/1ppppppp/2n2n2/p7/7N/2N5/PPPPPPPP/R1BQKB1R w KQkq - 4 4",0
"r1bqkb1r/1ppppppp/2n2n2/p4N2/8/2N5/PPPPPPPP/R1BQKB1R b KQkq - 5 4",0
"r1bqkb1r/1pp1pppp/2n2n2/p2p1N2/8/2N5/PPPPPPPP/R1BQKB1R w KQkq d6 0 5",0
"r1bqkb1r/1pp1pppp/2n2n2/p2p1N2/4N3/8/PPPPPPPP/R1BQKB1R b KQkq - 1 5",0
"r2qkb1r/1pp1pppp/2n2n2/p2p1b2/4N3/8/PPPPPPPP/R1BQKB1R w KQkq - 0 6",0
"r2qkb1r/1pp1pppp/2n2N2/p2p1b2/8/8/PPPPPPPP/R1BQKB1R b KQkq - 0 6",0
"r2qkb1r/1pp2ppp/2n2p2/p2p1b2/8/8/PPPPPPPP/R1BQKB1R w KQkq - 0 7",0
"r2qkb1r/1pp2ppp/2n2p2/p2p1b2/3P4/8/PPP1PPPP/R1BQKB1R b KQkq d3 0 7",0
"r2qkb1r/1pp2ppp/5p2/p2p1b2/3n4/8/PPP1PPPP/R1BQKB1R w KQkq - 0 8",0
"r2qkb1r/1pp2ppp/5p2/p2p1b2/3Q4/8/PPP1PPPP/R1B1KB1R b KQkq - 0 8",0
"r2qkb1r/1pp2ppp/5p2/p2p4/3Q4/8/PPb1PPPP/R1B1KB1R w KQkq - 0 9",0
"r2qkb1r/1pp2ppp/5p2/p2Q4/8/8/PPb1PPPP/R1B1KB1R b KQkq - 0 9",0
"r2qkb1r/1p3ppp/2p2p2/p2Q4/8/8/PPb1PPPP/R1B1KB1R w KQkq - 0 10",0
"r2Qkb1r/1p3ppp/2p2p2/p7/8/8/PPb1PPPP/R1B1KB1R b KQkq - 0 10",0
"3rkb1r/1p3ppp/2p2p2/p7/8/8/PPb1PPPP/R1B1KB1R w KQk - 0 11",0
"3rkb1r/1p3ppp/2p2p2/p7/4P3/8/PPb2PPP/R1B1KB1R b KQk e3 0 11",0
"3rkb1r/1p3ppp/2p2p2/p7/4b3/8/PP3PPP/R1B1KB1R w KQk - 0 12",0
"3rkb1r/1p3ppp/2p2p2/p7/4b3/7P/PP3PP1/R1B1KB1R b KQk - 0 12",0
"4kb1r/1p3ppp/2p2p2/p2r4/4b3/7P/PP3PP1/R1B1KB1R w KQk - 1 13",0
"4kb1r/1p3ppp/2p2p2/p2r4/4bP2/7P/PP4P1/R1B1KB1R b KQk f3 0 13",0
"4k2r/1p3ppp/2p2p2/p1br4/4bP2/7P/PP4P1/R1B1KB1R w KQk - 1 14",0
"4k2r/1p3ppp/2p2p2/p1br4/4bP2/4B2P/PP4P1/R3KB1R b KQk - 2 14",0
"4k2r/1p3ppp/2p2p2/p2r4/4bP2/4b2P/PP4P1/R3KB1R w KQk - 0 15",0
"4k2r/1p3ppp/2p2p2/p2r1P2/4b3/4b2P/PP4P1/R3KB1R b KQk - 0 15",0
"4k2r/1p3ppp/2p2p2/p2r1P2/8/4b2P/PP4b1/R3KB1R w KQk - 0 16",0
"4k2r/1p3ppp/2p2p2/p2r1P2/8/4b2P/PP4B1/R3K2R b KQk - 0 16",0
"4k2r/1p3ppp/2p2p2/p4r2/8/4b2P/PP4B1/R3K2R w KQk - 0 17",0
"4k2r/1p3ppp/2B2p2/p4r2/8/4b2P/PP6/R3K2R b KQk - 0 17",0
"4k2r/5ppp/2p2p2/p4r2/8/4b2P/PP6/R3K2R w KQk - 0 18",0
"4k2r/5ppp/2p2p2/p4r2/8/4b2P/PP2K3/R6R b k - 1 18",0
"4k2r/5ppp/2p2p2/pr6/8/4b2P/PP2K3/R6R w k - 2 19",0
"4k2r/5ppp/2p2p2/pr6/8/4K2P/PP6/R6R b k - 0 19",0
"4k2r/5ppp/2p2p2/p7/8/4K2P/Pr6/R6R w k - 0 20",0
"4k2r/5ppp/2p2p2/p7/4K3/7P/Pr6/R6R b k - 1 20",0
"4k2r/5ppp/2p2p2/p7/4K3/7P/r7/R6R w k - 0 21",0
"4k2r/5ppp/2p2p2/p7/4K3/7P/R7/7R b k - 0 21",0
"4k2r/5ppp/2p2p2/8/p3K3/7P/R7/7R w k - 0 22",0
"4k2r/5ppp/2p2p2/8/R3K3/7P/8/7R b k - 0 22",0
"4k2r/5ppp/5p2/2p5/R3K3/7P/8/7R w k - 0 23",0
"4k2r/R4ppp/5p2/2p5/4K3/7P/8/7R b k - 1 23",0
"4k2r/R4ppp/5p2/8/2p1K3/7P/8/7R w k - 0 24",0
"4k2r/5Rpp/5p2/8/2p1K3/7P/8/7R b k - 0 24",0
"7r/5kpp/5p2/8/2p1K3/7P/8/7R w - - 0 25",0
"7r/5kpp/5p2/8/2p1K2P/8/8/7R b - - 0 25",0
"7r/5kpp/8/5p2/2p1K2P/8/8/7R w - - 0 26",0
"7r/5kpp/8/3K1p2/2p4P/8/8/7R b - - 1 26",0
"7r/5kpp/8/3K1p2/7P/2p5/8/7R w - - 0 27",0
"7r/5kpp/8/3K1p1P/8/2p5/8/7R b - - 0 27",0
"7r/5kpp/8/3K1p1P/8/8/2p5/7R w - - 0 28",0
"7r/5kpp/7P/3K1p2/8/8/2p5/7R b - - 0 28",0
"7r/5kpp/7P/3K1p2/8/8/8/2q4R w - - 0 29",0
"7r/5kpp/7P/3K1p2/8/8/8/2R5 b - - 0 29",0
"7r/5k1p/7p/3K1p2/8/8/8/2R5 w - - 0 30",0
"7r/2R2k1p/7p/3K1p2/8/8/8/8 b - - 1 30",0
"7r/2R4p/5k1p/3K1p2/8/8/8/8 w - - 2 31",0
"7r/7R/5k1p/3K1p2/8/8/8/8 b - - 0 31",0
"8/7r/5k1p/3K1p2/8/8/8/8 w - - 0 32",0
"8/7r/5k1p/5p2/3K4/8/8/8 b - - 1 32",0
"8/r7/5k1p/5p2/3K4/8/8/8 w - - 2 33",0
"8/r7/5k1p/3K1p2/8/8/8/8 b - - 3 33",0
"8/8/r4k1p/3K1p2/8/8/8/8 w - - 4 34",0
"8/8/r4k1p/5p2/3K4/8/8/8 b - - 5 34",0
"8/8/r4k1p/8/3K1p2/8/8/8 w - - 0 35",0
"8/8/r4k1p/3K4/5p2/8/8/8 b - - 1 35",0
"8/8/r4k1p/3K4/8/5p2/8/8 w - - 0 36",0
"8/8/r4k1p/8/3K4/5p2/8/8 b - - 1 36",0
"8/8/r4k1p/8/3K4/8/5p2/8 w - - 0 37",0
"8/8/r4k1p/3K4/8/8/5p2/8 b - - 1 37",0
"8/8/r4k1p/3K4/8/8/8/5q2 w - - 0 38",0
"8/8/r4k1p/8/4K3/8/8/5q2 b - - 1 38",0
"8/8/r4k2/7p/4K3/8/8/5q2 w - - 0 39",0
"8/8/r4k2/7p/3K4/8/8/5q2 b - - 1 39",0
"8/8/r4k2/8/3K3p/8/8/5q2 w - - 0 40",0
"8/8/r4k2/8/7p/4K3/8/5q2 b - - 1 40",0
"8/8/r4k2/8/8/4K2p/8/5q2 w - - 0 41",0
"8/8/r4k2/8/3K4/7p/8/5q2 b - - 1 41",0
"8/8/r4k2/8/3K4/8/7p/5q2 w - - 0 42",0
"8/8/r4k2/8/4K3/8/7p/5q2 b - - 1 42",0
"8/8/r4k2/8/4K3/8/8/5q1q w - - 0 43",0
"8/8/r4k2/8/8/4K3/8/5q1q b - - 1 43",0
"8/8/r7/4k3/8/4K3/8/5q1q w - - 2 44",0
"8/8/r7/4k3/8/8/3K4/5q1q b - - 3 44",0
"8/8/r7/4k3/8/5q2/3K4/5q2 w - - 4 45",0
"8/8/r7/4k3/8/5q2/2K5/5q2 b - - 5 45",0
"8/8/r7/4k3/8/3q1q2/2K5/8 w - - 6 46",0
"8/8/r7/4k3/8/3q1q2/1K6/8 b - - 7 46",0
"8/8/r7/8/3k4/3q1q2/1K6/8 w - - 8 47",0
"8/8/r7/8/3k4/3q1q2/8/2K5 b - - 9 47",0
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1",0
"rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1",0
"r1bqkbnr/pppppppp/2n5/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 2 2",0
"r1bqkbnr/pppppppp/2n5/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 3 2",0
"r1bqkb1r/pppppppp/2n2n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 4 3",0
"r1bqkb1r/pppppppp/2n2n2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq d3 0 3",0
"r1bqkb1r/pppppppp/5n2/8/3n4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4",0
"r1bqkb1r/pppppppp/5n2/8/3Q4/2N2N2/PPP1PPPP/R1B1KB1R b KQkq - 0 4",0
"r1bqkb1r/pppp1ppp/5n2/4p3/3Q4/2N2N2/PPP1PPPP/R1B1KB1R w KQkq e6 0 5",0
"r1bqkb1r/pppp1ppp/5n2/4N3/3Q4/2N5/PPP1PPPP/R1B1KB1R b KQkq - 0 5",0
"r1bqkb1r/ppp2ppp/5n2/3pN3/3Q4/2N5/PPP1PPPP/R1B1KB1R w KQkq d6 0 6",0
"r1bqkb1r/ppp2ppp/5n2/3NN3/3Q4/8/PPP1PPPP/R1B1KB1R b KQkq - 0 6",0
"r1b1kb1r/ppp2ppp/5n2/3qN3/3Q4/8/PPP1PPPP/R1B1KB1R w KQkq - 0 7",0
"r1b1kb1r/ppp2ppp/5n2/3QN3/8/8/PPP1PPPP/R1B1KB1R b KQkq - 0 7",0
"r1b1kb1r/ppp2pp1/5n2/3QN2p/8/8/PPP1PPPP/R1B1KB1R w KQkq h6 0 8",0
"r1b1kb1r/pQp2pp1/5n2/4N2p/8/8/PPP1PPPP/R1B1KB1R b KQkq - 0 8",0
"r3kb1r/pbp2pp1/5n2/4N2p/8/8/PPP1PPPP/R1B1KB1R w KQkq - 0 9",0
"r3kb1r/pbp2Np1/5n2/7p/8/8/PPP1PPPP/R1B1KB1R b KQkq - 0 9",0
"r3kb1r/p1p2Np1/b4n2/7p/8/8/PPP1PPPP/R1B1KB1R w KQkq - 1 10",0
"r3kb1N/p1p3p1/b4n2/7p/8/8/PPP1PPPP/R1B1KB1R b KQq - 0 10",0
"r3kb1N/p1p3p1/5n2/7p/8/8/PPP1bPPP/R1B1KB1R w KQq - 0 11",0
"r3kb1N/p1p3p1/5n2/7p/8/8/PPP1KPPP/R1B2B1R b q - 0 11",0
"r3k2N/p1p3p1/5n2/2b4p/8/8/PPP1KPPP/R1B2B1R w q - 1 12",0
"r3k3/p1p3p1/5nN1/2b4p/8/8/PPP1KPPP/R1B2B1R b q - 2 12",0
"r3k3/p1p3p1/5nN1/7p/8/8/PPP1KbPP/R1B2B1R w q - 0 13",0
"r3k3/p1p3p1/5n2/4N2p/8/8/PPP1KbPP/R1B2B1R b q - 1 13",0
"r7/p1p1k1p1/5n2/4N2p/8/8/PPP1KbPP/R1B2B1R w - - 2 14",0
"r7/p1p1k1p1/5n2/4N2p/8/8/PPP2KPP/R1B2B1R b - - 0 14",0
"r7/p1p3p1/3k1n2/4N2p/8/8/PPP2KPP/R1B2B1R w - - 1 15",0
"r7/p1p3p1/3k1n2/4N2p/8/4K3/PPP3PP/R1B2B1R b - - 2 15",0
"r7/p1p3p1/5n2/4k2p/8/4K3/PPP3PP/R1B2B1R w - - 0 16",0
"r7/p1p3p1/5n2/4k2p/8/3BK3/PPP3PP/R1B4R b - - 1 16",0
"r7/p1p3p1/8/4k2p/4n3/3BK3/PPP3PP/R1B4R w - - 2 17",0
"r7/p1p3p1/8/4k2p/1P2n3/3BK3/P1P3PP/R1B4R b - b3 0 17",0
"r7/p1p3p1/8/4k3/1P2n2p/3BK3/P1P3PP/R1B4R w - - 0 18",0
"r7/p1p3p1/8/4k3/1P2B2p/4K3/P1P3PP/R1B4R b - - 0 18",0
"r7/p1p3p1/8/4k3/1P2B3/4K2p/P1P3PP/R1B4R w - - 0 19",0
"r7/p1p3p1/8/4k3/1P2B3/7p/P1PK2PP/R1B4R b - - 1 19",0
"r7/p1p3p1/8/8/1P2k3/7p/P1PK2PP/R1B4R w - - 0 20",0
"r7/p1p3p1/8/8/1P2k3/7P/P1PK3P/R1B4R b - - 0 20",0
"3r4/p1p3p1/8/8/1P2k3/7P/P1PK3P/R1B4R w - - 1 21",0
"3r4/p1p3p1/8/8/1P2k3/7P/P1P1K2P/R1B4R b - - 2 21",0
"3r4/p1p3p1/8/3k4/1P6/7P/P1P1K2P/R1B4R w - - 3 22",0
"3r4/p1p3p1/8/3k4/1P6/3K3P/P1P4P/R1B4R b - - 4 22",0
"1r6/p1p3p1/8/3k4/1P6/3K3P/P1P4P/R1B4R w - - 5 23",0
"1r6/p1p3p1/8/3k4/1P6/3KB2P/P1P4P/R6R b - - 6 23",0
"8/p1p3p1/8/3k4/1r6/3KB2P/P1P4P/R6R w - - 0 24",0
"8/B1p3p1/8/3k4/1r6/3K3P/P1P4P/R6R b - - 0 24",0
"8/B1p3p1/8/3k4/r7/3K3P/P1P4P/R6R w - - 1 25",0
"8/B1p3p1/8/3k4/r7/P2K3P/2P4P/R6R b - - 0 25",0
"8/r1p3p1/8/3k4/8/P2K3P/2P4P/R6R w - - 0 26",0
"8/r1p3p1/8/3k4/8/P2K3P/2P4P/R2R4 b - - 1 26",0
"8/r5p1/2p5/3k4/8/P2K3P/2P4P/R2R4 w - - 0 27",0
"8/r5p1/2p5/3k4/P7/3K3P/2P4P/R2R4 b - - 0 27",0
